id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,eval_number,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,a_quitte_l_entreprise_norm,present_in_eval,present_in_sondage
966,32,f,6725,marié(e),consulting,tech lead,1,80,8,8,7,3,3,2,1,3,4,E_966,3,non,12 %,non,1,2,1,3,4,transformation digitale,y,occasionnel,6,3,0,True,True
967,36,m,10325,marié(e),commercial,cadre commercial,1,80,16,16,7,3,2,3,4,1,3,E_967,3,oui,11 %,oui,1,6,1,3,1,infra & cloud,y,occasionnel,3,7,1,True,True
969,33,f,6949,célibataire,consulting,manager,0,80,6,5,0,2,2,2,4,1,3,E_969,3,non,14 %,non,0,3,1,1,3,infra & cloud,y,occasionnel,1,4,0,True,True
970,37,m,10609,marié(e),commercial,cadre commercial,5,80,17,14,1,1,2,3,3,3,1,E_970,3,non,11 %,oui,0,2,1,1,4,infra & cloud,y,occasionnel,11,7,1,True,True
972,45,m,4447,marié(e),consulting,consultant,1,80,9,9,7,3,3,2,2,2,2,E_972,3,non,12 %,non,0,5,1,4,2,infra & cloud,y,aucun,0,8,0,True,True
974,29,f,2157,marié(e),commercial,représentant commercial,1,80,3,3,1,3,3,1,4,2,3,E_974,3,non,15 %,non,1,5,1,20,3,entrepreunariat,y,frequent,0,2,0,True,True
975,35,f,4601,marié(e),commercial,cadre commercial,1,80,5,5,2,3,3,2,3,2,3,E_975,3,non,16 %,non,0,3,1,18,3,transformation digitale,y,occasionnel,1,0,0,True,True
976,52,m,17099,marié(e),consulting,senior manager,2,80,26,9,8,4,3,4,4,2,2,E_976,3,non,15 %,non,1,2,1,1,2,infra & cloud,y,occasionnel,7,8,0,True,True
977,58,m,2479,célibataire,consulting,assistant de direction,4,80,7,1,0,4,3,1,3,1,3,E_977,4,non,24 %,oui,0,4,1,2,3,entrepreunariat,y,occasionnel,0,0,1,True,True
981,53,m,14852,divorcé(e),commercial,senior manager,6,80,22,17,13,3,3,4,3,3,4,E_981,3,non,13 %,non,1,3,1,2,2,transformation digitale,y,occasionnel,15,2,0,True,True
982,30,m,7264,divorcé(e),commercial,cadre commercial,5,80,10,8,4,3,3,3,3,1,4,E_982,3,non,11 %,non,1,2,1,8,2,autre,y,occasionnel,7,7,0,True,True
983,38,f,5666,célibataire,commercial,cadre commercial,1,80,6,5,3,3,3,2,4,2,3,E_983,3,oui,13 %,non,0,1,1,10,3,entrepreunariat,y,aucun,1,3,0,True,True
984,35,m,7823,divorcé(e),commercial,cadre commercial,6,80,12,10,9,4,3,3,4,2,3,E_984,3,non,13 %,non,1,2,1,3,4,infra & cloud,y,occasionnel,0,8,0,True,True
985,39,m,7880,célibataire,commercial,cadre commercial,0,80,9,8,7,1,4,3,3,4,3,E_985,3,non,18 %,non,0,3,1,2,5,infra & cloud,y,occasionnel,0,7,0,True,True
986,40,f,13194,célibataire,commercial,cadre commercial,4,80,22,1,0,2,4,4,2,4,2,E_986,3,oui,16 %,oui,0,2,1,24,3,infra & cloud,y,aucun,0,0,1,True,True
987,47,m,5067,divorcé(e),consulting,tech lead,1,80,20,19,10,3,4,2,3,3,4,E_987,3,oui,19 %,non,0,3,1,16,4,transformation digitale,y,frequent,2,7,0,True,True
990,36,m,5079,divorcé(e),commercial,cadre commercial,4,80,12,7,7,1,3,2,4,4,3,E_990,3,non,13 %,non,2,3,1,8,4,entrepreunariat,y,aucun,0,7,0,True,True
991,31,m,2321,célibataire,consulting,assistant de direction,0,80,4,3,2,3,2,1,1,1,3,E_991,4,oui,22 %,oui,0,0,1,9,2,transformation digitale,y,aucun,1,2,1,True,True
992,33,m,17444,célibataire,commercial,senior manager,1,80,10,10,8,4,3,4,3,4,3,E_992,3,non,11 %,non,0,2,1,17,3,infra & cloud,y,aucun,6,0,0,True,True
994,29,f,2404,célibataire,consulting,assistant de direction,6,80,3,0,0,4,2,1,1,3,3,E_994,4,oui,20 %,oui,0,5,1,10,3,infra & cloud,y,occasionnel,0,0,1,True,True
995,33,f,3452,célibataire,consulting,assistant de direction,3,80,5,3,2,2,3,1,4,1,3,E_995,3,non,18 %,non,0,4,1,13,1,infra & cloud,y,occasionnel,0,2,0,True,True
996,45,f,2270,divorcé(e),consulting,consultant,3,80,8,5,3,4,3,1,4,4,3,E_996,3,non,14 %,non,2,2,1,1,4,transformation digitale,y,occasionnel,0,2,0,True,True
997,50,m,17399,divorcé(e),consulting,directeur technique,9,80,32,5,4,4,3,4,4,3,2,E_997,4,non,22 %,non,1,1,1,1,2,transformation digitale,y,occasionnel,1,3,0,True,True
998,33,f,5488,marié(e),consulting,manager,1,80,6,6,5,3,4,2,2,1,3,E_998,3,oui,13 %,non,1,2,1,1,4,autre,y,frequent,1,2,0,True,True
999,41,m,19419,divorcé(e),consulting,directeur technique,2,80,21,18,16,1,3,5,3,2,4,E_999,3,non,17 %,non,1,2,1,9,3,transformation digitale,y,frequent,0,11,0,True,True
1001,27,f,2811,marié(e),consulting,consultant,9,80,4,2,2,3,3,1,2,2,3,E_1001,3,non,14 %,non,1,2,1,16,4,entrepreunariat,y,occasionnel,2,2,0,True,True
1002,45,m,3633,marié(e),consulting,consultant,1,80,9,9,8,4,3,2,1,3,3,E_1002,3,oui,15 %,non,1,2,1,23,2,infra & cloud,y,aucun,0,8,0,True,True
1003,47,f,4163,célibataire,commercial,cadre commercial,1,80,9,9,0,4,3,2,4,3,3,E_1003,3,oui,17 %,non,0,0,1,4,2,infra & cloud,y,occasionnel,0,7,0,True,True
1004,30,f,2132,marié(e),consulting,assistant de direction,4,80,7,5,2,1,3,1,3,2,3,E_1004,3,oui,11 %,oui,0,2,1,22,3,infra & cloud,y,occasionnel,0,1,1,True,True
1005,50,m,13973,marié(e),consulting,tech lead,3,80,22,12,11,4,3,4,3,4,3,E_1005,3,oui,18 %,non,1,2,1,24,3,infra & cloud,y,occasionnel,1,5,0,True,True
1006,38,m,2684,marié(e),consulting,assistant de direction,0,80,3,2,1,3,3,1,3,2,2,E_1006,3,non,17 %,non,1,0,1,10,1,transformation digitale,y,frequent,0,2,0,True,True
1007,46,m,10845,divorcé(e),consulting,tech lead,6,80,13,8,7,4,3,3,3,2,3,E_1007,3,non,13 %,non,1,3,1,7,2,transformation digitale,y,occasionnel,0,7,0,True,True
1009,24,f,4377,divorcé(e),consulting,tech lead,1,80,5,4,2,4,2,2,3,2,3,E_1009,3,non,15 %,non,2,6,1,17,1,transformation digitale,y,occasionnel,3,2,0,True,True
1010,35,m,3743,divorcé(e),consulting,consultant,1,80,5,4,2,3,2,1,2,4,1,E_1010,4,oui,24 %,oui,1,2,1,14,4,autre,y,occasionnel,0,2,1,True,True
1011,31,f,4148,marié(e),consulting,tech lead,1,80,4,4,3,3,3,2,1,3,3,E_1011,3,non,12 %,non,1,1,1,1,1,infra & cloud,y,frequent,0,3,0,True,True
1012,18,m,1051,célibataire,consulting,assistant de direction,1,80,0,0,0,2,3,1,4,4,3,E_1012,3,non,15 %,non,0,2,1,5,2,infra & cloud,y,aucun,0,0,0,True,True
1013,54,f,10739,marié(e),consulting,tech lead,8,80,22,10,7,3,3,3,3,3,3,E_1013,3,non,11 %,non,1,2,1,17,3,entrepreunariat,y,occasionnel,0,8,0,True,True
1014,35,f,10388,divorcé(e),consulting,manager,1,80,16,16,10,3,3,3,3,3,2,E_1014,3,oui,11 %,non,1,3,1,25,4,transformation digitale,y,occasionnel,10,1,0,True,True
1015,30,f,11416,marié(e),consulting,directeur technique,0,80,9,8,7,2,4,3,1,3,2,E_1015,3,oui,12 %,non,3,4,1,8,2,infra & cloud,y,occasionnel,1,7,0,True,True
1016,20,f,2600,célibataire,consulting,assistant de direction,1,80,1,1,0,4,2,1,1,1,3,E_1016,3,oui,15 %,oui,0,2,1,11,3,transformation digitale,y,occasionnel,0,0,1,True,True
1017,30,f,2422,célibataire,consulting,consultant,0,80,4,3,2,2,3,1,2,1,3,E_1017,3,non,17 %,oui,0,3,1,5,3,transformation digitale,y,frequent,1,2,1,True,True
1018,26,m,5472,marié(e),consulting,tech lead,1,80,8,8,7,4,4,2,4,2,3,E_1018,3,non,12 %,non,0,2,1,2,2,transformation digitale,y,occasionnel,1,3,0,True,True
1019,22,m,2451,marié(e),consulting,consultant,1,80,4,4,3,2,1,1,1,1,2,E_1019,3,non,15 %,non,1,3,1,8,1,infra & cloud,y,occasionnel,1,1,0,True,True
1022,48,m,4240,célibataire,consulting,manager,2,80,19,2,2,1,2,2,3,4,3,E_1022,3,non,13 %,non,0,0,1,6,3,infra & cloud,y,occasionnel,2,2,0,True,True
1024,48,m,10999,célibataire,consulting,manager,7,80,27,15,11,3,2,3,3,2,3,E_1024,3,non,14 %,non,0,3,1,4,4,infra & cloud,y,occasionnel,4,8,0,True,True
1025,41,f,5003,célibataire,consulting,tech lead,6,80,8,2,2,4,3,2,3,2,3,E_1025,3,non,14 %,non,0,6,1,7,2,transformation digitale,y,occasionnel,2,1,0,True,True
1026,39,f,12742,marié(e),consulting,tech lead,1,80,21,21,6,4,2,4,4,3,3,E_1026,3,non,16 %,non,1,3,1,1,1,infra & cloud,y,occasionnel,11,8,0,True,True
1027,27,f,4227,marié(e),consulting,tech lead,0,80,4,3,2,1,3,2,4,2,3,E_1027,3,non,18 %,non,1,2,1,2,4,infra & cloud,y,occasionnel,2,2,0,True,True
1028,35,m,3917,divorcé(e),consulting,consultant,1,80,3,3,2,2,3,1,4,1,2,E_1028,4,non,20 %,non,1,4,1,10,3,autre,y,occasionnel,1,2,0,True,True
1029,42,m,18303,marié(e),commercial,senior manager,6,80,21,1,0,4,3,5,3,2,4,E_1029,3,non,13 %,non,0,3,1,5,2,marketing,y,occasionnel,0,0,0,True,True
1030,50,m,2380,marié(e),consulting,consultant,4,80,8,1,0,1,3,1,4,2,3,E_1030,3,non,18 %,non,0,5,1,9,3,infra & cloud,y,occasionnel,0,0,0,True,True
1032,59,f,13726,célibataire,consulting,tech lead,3,80,30,5,3,3,2,4,4,1,3,E_1032,3,oui,13 %,non,0,4,1,2,3,infra & cloud,y,occasionnel,4,3,0,True,True
1033,37,f,4777,marié(e),consulting,manager,5,80,15,1,0,1,1,2,2,1,1,E_1033,3,non,15 %,oui,0,2,1,11,2,transformation digitale,y,occasionnel,0,0,1,True,True
1034,55,m,6385,marié(e),consulting,manager,3,80,17,8,7,3,3,2,2,4,3,E_1034,3,oui,14 %,non,2,3,1,18,4,transformation digitale,y,frequent,6,7,0,True,True
1035,41,f,19973,divorcé(e),consulting,directeur technique,1,80,21,21,16,2,1,5,3,2,3,E_1035,4,non,22 %,non,2,3,1,7,1,infra & cloud,y,aucun,5,10,0,True,True
1036,38,m,6861,célibataire,commercial,cadre commercial,8,80,19,1,0,2,3,2,4,3,3,E_1036,3,oui,12 %,non,0,1,1,3,4,infra & cloud,y,occasionnel,0,0,0,True,True
1037,26,m,4969,célibataire,commercial,cadre commercial,8,80,7,2,2,2,1,2,1,4,3,E_1037,3,non,18 %,oui,0,6,1,29,2,transformation digitale,y,aucun,2,2,1,True,True
1038,52,f,19845,marié(e),commercial,senior manager,1,80,33,32,14,1,1,5,4,4,3,E_1038,3,non,15 %,oui,1,3,1,2,1,marketing,y,occasionnel,6,9,1,True,True
1039,44,f,13320,marié(e),commercial,cadre commercial,3,80,23,12,11,4,4,4,4,3,3,E_1039,3,oui,18 %,non,1,2,1,28,3,transformation digitale,y,occasionnel,11,11,0,True,True
1040,50,f,6347,marié(e),commercial,cadre commercial,0,80,19,18,7,4,3,2,3,1,3,E_1040,3,non,12 %,non,1,3,1,1,3,infra & cloud,y,aucun,0,13,0,True,True
1042,36,f,2743,célibataire,consulting,consultant,1,80,18,17,13,3,4,1,1,3,3,E_1042,3,non,16 %,oui,0,1,1,16,4,infra & cloud,y,occasionnel,15,14,1,True,True
1043,39,f,10880,célibataire,consulting,tech lead,1,80,21,21,6,4,3,3,1,3,3,E_1043,3,oui,13 %,non,0,2,1,22,3,transformation digitale,y,frequent,2,8,0,True,True
1044,33,f,2342,célibataire,commercial,représentant commercial,0,80,3,2,2,2,2,1,4,4,2,E_1044,3,non,19 %,non,0,2,1,8,1,infra & cloud,y,aucun,2,2,0,True,True
1045,45,f,17650,marié(e),commercial,senior manager,3,80,26,9,3,4,3,4,4,2,4,E_1045,3,non,13 %,non,1,4,1,11,2,infra & cloud,y,occasionnel,1,1,0,True,True
1046,32,f,4025,célibataire,consulting,consultant,9,80,10,8,7,4,3,1,3,2,3,E_1046,3,non,12 %,non,0,2,1,29,4,transformation digitale,y,aucun,7,7,0,True,True
1047,34,m,9725,divorcé(e),commercial,cadre commercial,0,80,16,15,1,2,4,2,4,4,2,E_1047,3,non,11 %,non,1,2,1,1,4,marketing,y,occasionnel,0,9,0,True,True
1048,59,m,11904,marié(e),commercial,senior manager,3,80,14,6,4,2,3,3,4,3,1,E_1048,3,oui,14 %,non,1,1,1,1,2,entrepreunariat,y,occasionnel,0,4,0,True,True
1049,45,m,2177,célibataire,ressources humaines,ressources humaines,1,80,6,6,3,2,3,1,2,1,3,E_1049,3,non,16 %,non,0,3,1,24,4,transformation digitale,y,occasionnel,0,4,0,True,True
1050,53,f,7525,marié(e),commercial,cadre commercial,2,80,30,15,7,3,2,3,2,1,3,E_1050,3,non,12 %,non,1,2,1,2,3,marketing,y,frequent,6,12,0,True,True
1052,36,m,4834,divorcé(e),consulting,consultant,7,80,9,1,0,1,3,2,3,2,2,E_1052,3,non,14 %,oui,1,3,1,15,3,autre,y,occasionnel,0,0,1,True,True
1053,26,m,2042,marié(e),consulting,assistant de direction,6,80,6,3,2,1,3,1,1,2,3,E_1053,3,oui,14 %,oui,1,2,1,2,3,infra & cloud,y,frequent,1,2,1,True,True
1055,34,f,2220,marié(e),commercial,représentant commercial,1,80,1,1,1,3,3,1,3,4,3,E_1055,3,oui,19 %,non,1,2,1,10,4,infra & cloud,y,occasionnel,0,0,0,True,True
1056,28,m,1052,marié(e),commercial,représentant commercial,1,80,1,1,0,4,3,1,2,2,3,E_1056,4,non,22 %,non,0,5,1,10,1,transformation digitale,y,occasionnel,0,0,0,True,True
1060,38,m,2821,marié(e),consulting,assistant de direction,3,80,8,2,2,3,3,1,3,1,3,E_1060,3,non,16 %,non,1,2,1,3,4,autre,y,frequent,2,2,0,True,True
1061,50,m,19237,marié(e),consulting,directeur technique,2,80,29,8,1,2,3,5,3,4,2,E_1061,3,oui,11 %,non,1,2,1,2,4,transformation digitale,y,occasionnel,7,7,0,True,True
1062,37,f,4107,célibataire,consulting,manager,3,80,8,4,3,4,3,2,2,1,2,E_1062,3,non,15 %,non,0,3,1,3,3,autre,y,occasionnel,0,1,0,True,True
1066,40,m,8396,marié(e),commercial,cadre commercial,1,80,8,7,7,3,3,2,1,2,2,E_1066,3,non,14 %,non,1,3,1,26,3,marketing,y,occasionnel,7,5,0,True,True
1068,26,f,2007,divorcé(e),consulting,assistant de direction,1,80,5,5,3,1,2,1,3,3,3,E_1068,3,non,13 %,non,2,5,1,1,1,transformation digitale,y,frequent,1,3,0,True,True
1069,46,m,19627,divorcé(e),consulting,directeur technique,9,80,23,2,2,4,3,5,4,4,3,E_1069,3,non,17 %,non,2,0,1,1,4,transformation digitale,y,occasionnel,2,2,0,True,True
1070,54,f,10686,marié(e),commercial,cadre commercial,6,80,13,9,4,3,2,3,3,2,3,E_1070,3,non,11 %,non,1,4,1,2,4,infra & cloud,y,occasionnel,7,0,0,True,True
1071,56,f,2942,marié(e),consulting,assistant de direction,2,80,18,5,4,1,3,1,3,2,3,E_1071,3,non,19 %,non,1,4,1,9,3,transformation digitale,y,frequent,0,3,0,True,True
1073,36,f,8858,célibataire,consulting,tech lead,0,80,15,14,8,4,2,3,4,2,2,E_1073,3,non,11 %,non,0,2,1,12,5,transformation digitale,y,occasionnel,7,8,0,True,True
1074,55,m,16756,célibataire,consulting,senior manager,7,80,31,9,7,3,2,4,1,2,4,E_1074,3,non,15 %,non,0,3,1,2,1,transformation digitale,y,aucun,6,2,0,True,True
1076,43,m,10798,divorcé(e),commercial,cadre commercial,5,80,18,1,0,3,2,3,4,3,3,E_1076,3,non,13 %,non,1,5,1,25,3,transformation digitale,y,occasionnel,0,0,0,True,True
1077,20,f,2323,célibataire,commercial,représentant commercial,1,80,2,2,2,4,3,1,4,2,3,E_1077,3,oui,14 %,oui,0,3,1,9,3,marketing,y,frequent,0,2,1,True,True
1079,21,f,1416,célibataire,consulting,consultant,1,80,1,1,0,3,2,1,1,1,2,E_1079,3,non,13 %,oui,0,6,1,10,3,infra & cloud,y,occasionnel,1,0,1,True,True
1080,46,f,4615,divorcé(e),consulting,assistant de direction,8,80,19,16,13,4,2,2,1,1,3,E_1080,4,oui,23 %,non,3,2,1,8,4,infra & cloud,y,occasionnel,1,7,0,True,True
1081,51,m,2461,marié(e),consulting,assistant de direction,9,80,18,10,0,1,3,1,3,3,4,E_1081,3,oui,12 %,oui,3,2,1,4,4,infra & cloud,y,occasionnel,2,7,1,True,True
1082,28,m,8722,célibataire,consulting,manager,1,80,10,10,7,2,2,3,1,1,2,E_1082,3,non,12 %,oui,0,2,1,24,2,entrepreunariat,y,aucun,1,9,1,True,True
1083,26,m,3955,marié(e),consulting,consultant,1,80,6,5,3,1,2,1,1,1,3,E_1083,3,non,16 %,non,2,2,1,1,2,transformation digitale,y,occasionnel,1,3,0,True,True
1084,30,m,9957,marié(e),consulting,tech lead,0,80,7,6,2,3,3,2,1,3,2,E_1084,3,non,15 %,non,1,1,1,20,3,autre,y,occasionnel,0,2,0,True,True
1085,41,f,3376,marié(e),consulting,assistant de direction,1,80,10,10,6,2,4,1,3,3,3,E_1085,3,non,13 %,non,0,3,1,7,2,entrepreunariat,y,occasionnel,0,8,0,True,True
1088,38,f,8823,marié(e),consulting,manager,0,80,20,19,9,3,2,3,3,1,2,E_1088,3,non,18 %,non,1,4,1,17,1,infra & cloud,y,occasionnel,1,9,0,True,True
1092,40,m,10322,marié(e),consulting,manager,4,80,14,11,10,1,3,3,4,4,3,E_1092,4,non,20 %,non,1,6,1,20,4,entrepreunariat,y,occasionnel,11,1,0,True,True
1094,27,m,4621,marié(e),consulting,consultant,1,80,3,3,2,1,1,1,3,4,3,E_1094,3,non,19 %,non,3,4,1,8,5,infra & cloud,y,aucun,1,2,0,True,True
1096,55,m,10976,marié(e),consulting,tech lead,3,80,23,3,2,4,3,3,2,2,3,E_1096,3,non,18 %,non,1,4,1,2,1,infra & cloud,y,frequent,1,2,0,True,True
1097,28,f,3660,célibataire,consulting,assistant de direction,3,80,10,8,7,3,3,2,3,4,4,E_1097,3,non,13 %,non,0,4,1,10,3,autre,y,occasionnel,1,7,0,True,True
1098,44,m,10482,marié(e),ressources humaines,ressources humaines,9,80,24,20,6,2,2,3,1,4,3,E_1098,3,non,14 %,oui,1,1,1,1,2,transformation digitale,y,occasionnel,3,6,1,True,True
1099,33,m,7119,divorcé(e),consulting,manager,4,80,9,3,2,4,2,3,4,3,3,E_1099,3,non,15 %,non,1,2,1,5,3,infra & cloud,y,occasionnel,1,2,0,True,True
1100,35,m,9582,célibataire,commercial,cadre commercial,0,80,9,8,7,4,3,3,1,1,3,E_1100,4,oui,22 %,oui,0,2,1,4,3,entrepreunariat,y,occasionnel,4,7,1,True,True
1101,33,f,4508,célibataire,consulting,assistant de direction,1,80,14,13,7,1,2,2,3,2,3,E_1101,4,non,22 %,oui,0,4,1,29,4,transformation digitale,y,frequent,3,8,1,True,True
1102,28,m,2207,divorcé(e),consulting,consultant,1,80,4,4,2,1,3,1,3,4,2,E_1102,3,non,16 %,non,1,5,1,15,2,infra & cloud,y,occasionnel,2,2,0,True,True
1103,34,m,7756,célibataire,consulting,manager,0,80,7,6,2,1,3,2,4,3,2,E_1103,3,non,17 %,non,0,1,1,3,1,infra & cloud,y,frequent,0,4,0,True,True
1105,37,f,6694,divorcé(e),commercial,cadre commercial,2,80,8,1,0,4,2,2,4,3,3,E_1105,3,oui,14 %,non,3,5,1,10,4,infra & cloud,y,occasionnel,0,0,0,True,True
1106,25,m,3691,marié(e),consulting,consultant,1,80,7,7,7,4,3,1,4,2,4,E_1106,3,oui,15 %,oui,1,3,1,4,1,entrepreunariat,y,occasionnel,5,6,1,True,True
1107,26,m,2377,divorcé(e),consulting,consultant,1,80,1,1,1,1,3,1,3,3,2,E_1107,4,non,20 %,oui,1,0,1,21,3,transformation digitale,y,occasionnel,0,0,1,True,True
1108,33,m,2313,célibataire,consulting,assistant de direction,4,80,5,2,2,1,2,1,2,2,3,E_1108,4,oui,20 %,oui,0,0,1,25,3,transformation digitale,y,occasionnel,2,2,1,True,True
1109,42,m,17665,marié(e),consulting,senior manager,0,80,23,22,6,4,3,4,1,4,3,E_1109,3,non,17 %,non,1,3,1,2,2,transformation digitale,y,occasionnel,13,7,0,True,True
1111,28,m,2596,divorcé(e),consulting,consultant,1,80,1,1,0,1,2,1,2,1,3,E_1111,3,non,15 %,oui,2,2,1,1,3,transformation digitale,y,frequent,0,0,1,True,True
1113,50,m,4728,célibataire,commercial,cadre commercial,3,80,5,0,0,4,3,2,3,4,3,E_1113,3,oui,14 %,oui,0,4,1,1,4,autre,y,frequent,0,0,1,True,True
1114,33,f,4302,marié(e),commercial,cadre commercial,0,80,4,3,2,4,3,2,2,3,3,E_1114,3,non,17 %,non,1,3,1,7,3,infra & cloud,y,frequent,0,2,0,True,True
1115,34,m,2979,marié(e),consulting,assistant de direction,3,80,6,0,0,3,2,1,4,4,3,E_1115,3,non,17 %,non,3,2,1,3,4,infra & cloud,y,aucun,0,0,0,True,True
1116,48,m,16885,célibataire,consulting,senior manager,2,80,27,5,4,1,4,4,4,3,2,E_1116,4,non,22 %,non,0,3,1,1,4,transformation digitale,y,aucun,2,1,0,True,True
1117,45,f,5593,marié(e),commercial,cadre commercial,1,80,15,15,10,2,2,2,3,4,3,E_1117,3,non,13 %,non,1,2,1,9,4,infra & cloud,y,aucun,4,12,0,True,True
1118,52,m,10445,célibataire,consulting,manager,7,80,18,8,6,2,3,3,2,4,3,E_1118,3,non,19 %,non,0,4,1,7,4,infra & cloud,y,occasionnel,4,0,0,True,True
1119,38,m,8740,divorcé(e),commercial,cadre commercial,0,80,9,8,7,3,2,3,3,2,3,E_1119,3,oui,14 %,non,2,2,1,10,4,marketing,y,occasionnel,2,7,0,True,True
1120,29,f,2514,divorcé(e),consulting,assistant de direction,4,80,11,7,5,3,3,1,4,1,3,E_1120,4,non,22 %,non,1,1,1,28,4,infra & cloud,y,occasionnel,1,7,0,True,True
1121,28,f,7655,divorcé(e),consulting,tech lead,0,80,10,9,7,4,3,3,2,2,2,E_1121,3,non,17 %,non,3,3,1,3,3,transformation digitale,y,occasionnel,1,7,0,True,True
1124,46,m,17465,marié(e),commercial,senior manager,3,80,23,12,9,1,3,4,3,4,3,E_1124,3,non,12 %,non,1,3,1,3,1,marketing,y,occasionnel,4,9,0,True,True
1125,38,m,7351,célibataire,commercial,cadre commercial,7,80,10,1,0,4,3,3,2,3,3,E_1125,3,non,16 %,non,0,2,1,2,2,marketing,y,occasionnel,0,0,0,True,True
1126,43,f,10820,marié(e),consulting,tech lead,8,80,18,8,7,3,3,3,1,3,3,E_1126,3,non,11 %,non,1,1,1,27,3,infra & cloud,y,frequent,0,1,0,True,True
1127,39,m,12169,divorcé(e),consulting,manager,7,80,21,18,7,1,3,4,4,4,3,E_1127,3,non,11 %,oui,3,4,1,2,3,infra & cloud,y,frequent,11,5,1,True,True
1128,40,m,19626,célibataire,consulting,directeur technique,1,80,21,20,7,3,2,5,3,1,4,E_1128,3,non,14 %,non,0,2,1,14,3,transformation digitale,y,occasionnel,4,9,0,True,True
1131,21,f,2070,célibataire,consulting,assistant de direction,1,80,2,2,2,4,2,1,2,3,4,E_1131,3,oui,11 %,non,0,6,1,1,1,entrepreunariat,y,occasionnel,2,2,0,True,True
1132,39,m,6782,célibataire,consulting,consultant,9,80,9,5,4,3,3,2,2,3,2,E_1132,3,non,15 %,non,0,2,1,9,3,infra & cloud,y,aucun,0,3,0,True,True
1133,36,m,7779,célibataire,consulting,tech lead,2,80,18,11,9,1,3,2,4,1,3,E_1133,4,non,20 %,non,0,0,1,18,4,infra & cloud,y,aucun,0,9,0,True,True
1135,31,m,2791,marié(e),commercial,représentant commercial,0,80,3,2,2,3,4,1,4,1,3,E_1135,3,non,12 %,non,1,4,1,20,3,infra & cloud,y,frequent,2,2,0,True,True
1136,28,m,3201,marié(e),consulting,assistant de direction,0,80,6,5,3,1,2,1,2,1,1,E_1136,3,non,17 %,non,0,2,1,2,1,infra & cloud,y,occasionnel,0,4,0,True,True
1137,35,m,4968,divorcé(e),commercial,cadre commercial,1,80,5,5,2,4,3,2,4,4,3,E_1137,3,non,11 %,non,1,3,1,11,2,marketing,y,frequent,0,2,0,True,True
1138,49,m,13120,marié(e),commercial,cadre commercial,6,80,22,9,8,4,2,4,2,2,3,E_1138,3,non,17 %,non,1,3,1,8,4,entrepreunariat,y,occasionnel,2,3,0,True,True
1140,34,m,4033,célibataire,consulting,tech lead,2,80,5,3,2,4,3,2,3,4,2,E_1140,3,non,11 %,non,0,3,1,2,2,infra & cloud,y,frequent,0,2,0,True,True
1143,29,f,3291,divorcé(e),consulting,assistant de direction,0,80,8,7,5,4,3,1,2,4,2,E_1143,3,non,14 %,non,2,2,1,10,3,infra & cloud,y,frequent,1,1,0,True,True
1148,42,m,4272,célibataire,consulting,consultant,4,80,16,1,0,2,1,2,4,1,3,E_1148,3,non,19 %,non,0,3,1,29,3,transformation digitale,y,occasionnel,0,0,0,True,True
1150,29,m,5056,marié(e),consulting,tech lead,1,80,10,10,7,2,2,2,4,3,2,E_1150,3,oui,15 %,non,1,2,1,8,1,transformation digitale,y,occasionnel,1,2,0,True,True
1152,38,m,2844,marié(e),ressources humaines,ressources humaines,1,80,7,7,6,3,4,1,3,4,4,E_1152,3,non,13 %,non,1,2,1,1,3,ressources humaines,y,occasionnel,5,0,0,True,True
1154,28,m,2703,divorcé(e),consulting,assistant de direction,1,80,3,3,1,3,2,1,3,4,3,E_1154,3,oui,14 %,non,1,2,1,6,3,infra & cloud,y,frequent,0,2,0,True,True
1156,18,m,1904,célibataire,consulting,consultant,1,80,0,0,0,3,3,1,3,4,3,E_1156,3,non,12 %,oui,0,0,1,8,1,transformation digitale,y,aucun,0,0,1,True,True
1157,33,f,8224,célibataire,commercial,cadre commercial,0,80,6,5,2,1,3,2,1,1,3,E_1157,3,oui,17 %,oui,0,3,1,9,4,marketing,y,occasionnel,0,3,1,True,True
1158,41,m,4766,marié(e),consulting,consultant,3,80,6,1,0,2,3,1,4,1,3,E_1158,3,oui,11 %,non,1,4,1,12,4,infra & cloud,y,occasionnel,0,0,0,True,True
1160,31,m,2610,marié(e),consulting,consultant,1,80,2,2,2,3,3,1,3,3,2,E_1160,3,non,12 %,oui,1,5,1,15,3,transformation digitale,y,frequent,2,2,1,True,True
1161,37,f,5731,divorcé(e),consulting,manager,7,80,9,6,2,3,2,2,4,3,3,E_1161,3,non,13 %,non,2,2,1,25,2,transformation digitale,y,occasionnel,1,3,0,True,True
